PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
355,0,2,Passenger 355,female,32.49308595641729,0,1,189846,192.96,nan,S
356,1,3,Passenger 356,male,40.450884740847535,2,1,858795,125.46,nan,Q
357,0,3,Passenger 357,female,31.448878330968913,0,2,392706,196.84,B20,S
358,0,2,Passenger 358,male,30.239030432849553,0,1,914468,169.81,nan,S
359,1,2,Passenger 359,female,26.485857642862676,1,0,816112,16.83,C23,S
360,0,3,Passenger 360,male,45.63413358832108,2,1,960665,135.1,nan,S
361,0,3,Passenger 361,male,21.815713340579986,0,1,707337,64.49,nan,S
362,1,2,Passenger 362,male,45.32367724678116,1,2,339647,116.33,nan,C
363,0,3,Passenger 363,male,34.99864123740372,3,1,430825,63.08,D45,C
364,0,3,Passenger 364,male,16.006938251980586,1,3,389962,76.29,nan,nan
365,1,3,Passenger 365,female,33.67649292991422,1,0,948964,185.4,nan,S
366,0,1,Passenger 366,male,8.99973492348376,0,2,419849,49.26,nan,S
367,1,3,Passenger 367,male,36.25508016831036,4,0,644392,176.08,nan,Q
368,1,3,Passenger 368,female,38.852314829889906,4,3,486480,15.79,B20,S
369,0,1,Passenger 369,male,24.076440443479463,4,2,752192,27.27,C23,C
370,0,2,Passenger 370,female,31.23547695955582,1,2,956035,172.39,nan,C
371,0,3,Passenger 371,female,49.541574337502865,0,1,726787,129.81,nan,Q
372,0,1,Passenger 372,female,24.942532957380635,2,0,945457,151.97,nan,Q
373,0,3,Passenger 373,female,19.410924129433994,1,3,851624,49.79,C23,C
374,1,2,Passenger 374,male,44.816634024625984,1,3,918749,112.05,C23,C
375,0,2,Passenger 375,female,49.625871905307946,0,2,524632,150.07,nan,C
376,0,3,Passenger 376,male,30.036956718478475,3,1,273084,129.19,C23,Q
377,1,2,Passenger 377,male,40.11463035408356,1,2,624156,99.62,nan,S
378,0,3,Passenger 378,female,43.414759155308815,3,2,992017,192.36,B20,S
379,1,2,Passenger 379,male,22.575157674616158,3,2,561261,138.47,E31,C
380,0,3,Passenger 380,female,25.146941646321316,4,2,776760,182.47,C23,Q
381,0,1,Passenger 381,female,42.30874513154735,0,3,410414,148.66,C23,S
382,1,2,Passenger 382,female,46.85014278708509,3,3,303141,149.74,nan,Q
383,1,3,Passenger 383,female,35.62880860174355,0,2,743703,25.2,D45,C
384,1,2,Passenger 384,male,21.201856464979457,4,2,543049,78.3,nan,S
385,1,3,Passenger 385,male,49.87061111699441,0,1,294716,173.09,nan,nan
386,1,2,Passenger 386,female,24.690291021880356,1,2,704494,54.19,nan,C
387,0,3,Passenger 387,male,26.648622188285483,3,3,431612,31.95,D45,C
388,0,1,Passenger 388,female,33.423378344896214,0,0,290545,71.96,nan,Q
389,1,3,Passenger 389,female,45.54160420714774,2,3,531544,51.88,nan,Q
390,1,2,Passenger 390,female,38.539759765522234,0,1,530000,185.8,nan,C
391,1,2,Passenger 391,male,34.148655003619105,3,3,123723,174.91,nan,C
392,0,1,Passenger 392,male,34.63288530118106,4,0,947078,104.94,nan,C
393,0,1,Passenger 393,male,30.43514668643466,4,2,821615,21.66,D45,nan
394,1,3,Passenger 394,male,35.58139514518506,3,0,624362,145.77,D45,S
395,0,2,Passenger 395,female,4.704399223056971,1,2,879533,128.45,nan,S
396,1,3,Passenger 396,male,27.033925409302014,1,2,388642,194.41,D45,S
397,1,2,Passenger 397,male,32.41321934916781,4,3,820882,116.2,C23,C
398,0,2,Passenger 398,male,18.48985916380493,4,3,721169,73.91,nan,S
399,1,3,Passenger 399,female,33.8632331781156,3,3,513757,108.61,C23,Q
400,1,3,Passenger 400,female,27.955287790138783,1,1,670217,196.06,B20,C
401,0,1,Passenger 401,male,47.5547569831549,4,3,223199,142.31,nan,S
402,1,1,Passenger 402,male,45.730197252148564,1,1,331525,137.68,nan,S
403,0,1,Passenger 403,male,25.34194430881837,4,3,388172,55.73,E31,S
404,1,3,Passenger 404,male,28.491622884333047,0,2,129545,151.28,nan,C
405,0,3,Passenger 405,female,29.260524343916074,2,1,703857,152.55,nan,nan
406,1,2,Passenger 406,female,25.483405238403773,0,0,131673,70.28,nan,nan
407,0,3,Passenger 407,male,31.950249840281266,4,1,524190,101.91,nan,C
408,0,3,Passenger 408,male,22.417179311124098,2,1,552115,65.97,D45,C
409,1,3,Passenger 409,female,18.693846650624735,2,0,516313,59.15,nan,C
410,0,3,Passenger 410,male,36.227112239002686,4,1,988943,14.92,nan,nan
411,0,2,Passenger 411,female,36.29529584221811,4,2,455288,64.19,nan,Q
412,1,1,Passenger 412,male,21.956842403400074,1,3,426968,115.25,nan,C
413,1,2,Passenger 413,male,38.95355430762599,4,0,123525,10.3,nan,C
414,0,1,Passenger 414,male,23.684222708346688,3,3,682092,63.81,nan,C
415,1,3,Passenger 415,female,32.53165238037981,4,2,246115,177.47,D45,S
416,0,3,Passenger 416,female,38.20344012612456,3,0,666134,122.79,nan,Q
417,0,1,Passenger 417,male,29.66387435296287,4,3,177261,125.49,nan,nan
418,0,1,Passenger 418,male,34.54740912141134,1,3,857600,86.64,nan,S
419,1,2,Passenger 419,male,24.835703561124284,3,2,600827,138.53,nan,S
420,1,3,Passenger 420,male,28.03533416571903,0,3,284100,46.09,nan,C
421,1,2,Passenger 421,male,27.941405691196596,3,2,915915,165.56,nan,C
422,1,3,Passenger 422,male,22.53421653459761,1,1,107265,32.17,D45,Q
423,0,1,Passenger 423,female,28.232258368842178,3,2,909195,134.64,nan,C
424,0,1,Passenger 424,male,14.513817011362534,4,1,306724,74.82,C23,C
425,0,3,Passenger 425,male,25.08846252857895,4,0,115733,152.03,nan,nan
426,0,3,Passenger 426,female,27.151245066303293,1,3,998628,114.46,B20,Q
427,0,1,Passenger 427,male,27.4382024750462,2,2,715326,95.95,nan,C
428,1,3,Passenger 428,female,27.58502554129221,4,2,399564,42.19,C23,C
429,0,3,Passenger 429,male,29.38235800139871,0,3,764607,131.0,nan,C
430,0,3,Passenger 430,female,34.79441518086064,1,3,558365,195.21,nan,nan
431,0,2,Passenger 431,female,38.745170741325225,3,0,121058,166.86,nan,C
432,1,3,Passenger 432,female,23.50234773151733,3,0,346301,21.4,E31,C
433,1,2,Passenger 433,female,17.967991446108556,0,2,397073,81.48,nan,S
434,0,3,Passenger 434,male,19.57955587756897,4,0,262434,185.86,nan,C
435,0,1,Passenger 435,female,25.127970788050728,1,1,710777,105.58,C23,C
436,1,1,Passenger 436,male,26.480786821834908,0,0,708952,135.8,nan,C
437,0,2,Passenger 437,male,22.300039338025428,4,0,802716,183.39,C23,C
438,1,3,Passenger 438,male,17.038833357501055,1,2,177597,176.02,nan,C
439,1,2,Passenger 439,female,25.438791725258117,3,1,892473,105.35,C23,C
440,0,3,Passenger 440,male,31.814266201139713,1,0,178209,93.15,nan,S
441,0,3,Passenger 441,female,35.950294658355645,2,1,882397,74.54,nan,C
442,1,1,Passenger 442,female,24.425769468916787,1,1,292941,146.61,nan,S
443,0,3,Passenger 443,female,25.870021778565658,2,1,776419,64.53,D45,S
444,0,2,Passenger 444,female,20.733016911526892,1,3,724152,57.48,nan,Q
445,1,3,Passenger 445,male,29.685608296252237,2,3,248620,77.69,nan,C
446,1,1,Passenger 446,male,21.515713658091855,3,3,508294,43.67,E31,C
447,1,3,Passenger 447,male,35.731278132412,4,3,498635,142.07,nan,S
448,1,3,Passenger 448,male,12.141335080658887,2,2,266562,127.09,D45,S
449,0,3,Passenger 449,male,26.403703275475376,2,0,307158,101.75,B20,S
450,0,3,Passenger 450,male,33.01107339191742,3,3,739446,84.16,D45,C
451,1,2,Passenger 451,male,31.838345163225043,2,2,101468,182.72,D45,S
452,0,3,Passenger 452,female,56.93033663980496,0,0,386453,15.53,nan,C
453,0,3,Passenger 453,female,33.49800024567907,3,3,172255,156.13,nan,C
454,1,3,Passenger 454,male,19.959454031579895,0,0,882366,181.36,C23,Q
455,0,1,Passenger 455,female,29.04535752910927,3,3,968331,94.81,nan,C
456,0,3,Passenger 456,male,12.237536665335483,2,2,653006,114.63,nan,Q
457,0,3,Passenger 457,male,29.19400250703239,0,1,325409,189.45,C23,S
458,0,3,Passenger 458,female,21.669439429992416,2,1,339967,50.33,nan,S
459,0,2,Passenger 459,male,39.15390275560162,3,0,793201,108.83,E31,S
460,0,3,Passenger 460,male,24.50459725404465,2,2,838925,100.2,D45,Q
461,0,2,Passenger 461,female,28.832340842047532,0,1,468697,59.09,D45,S
462,1,3,Passenger 462,female,23.644421585955968,0,3,936713,165.53,C23,C
463,1,1,Passenger 463,female,47.388513518533316,2,1,475595,180.92,D45,Q
464,0,3,Passenger 464,female,26.787572338820883,1,0,347113,158.57,D45,C
465,1,3,Passenger 465,female,48.32557043479201,3,0,887199,47.12,nan,C
466,0,1,Passenger 466,male,38.141517621182665,3,2,497111,26.48,nan,C
467,0,3,Passenger 467,male,34.82066727335386,2,0,682314,125.03,D45,Q
468,1,2,Passenger 468,male,33.6873314731752,1,1,667256,20.85,D45,Q
469,0,3,Passenger 469,male,33.93797298216251,0,1,795457,137.84,nan,S
470,1,3,Passenger 470,female,10.723274206543898,4,1,508548,110.78,nan,C
471,0,3,Passenger 471,male,27.211166058492434,4,1,245693,135.93,nan,nan
472,1,3,Passenger 472,female,38.451579711843216,2,2,701158,122.13,nan,S
473,0,3,Passenger 473,female,29.511028165258946,1,3,642462,90.31,E31,Q
474,1,2,Passenger 474,female,15.94810153196425,1,3,985621,48.17,B20,S
475,0,2,Passenger 475,female,29.475955494225307,3,2,664790,68.08,nan,C
476,1,3,Passenger 476,female,47.04105516255491,0,0,398818,109.66,nan,S
477,0,3,Passenger 477,male,42.46891715534719,1,3,661548,133.85,nan,Q
478,0,3,Passenger 478,female,29.379959906339682,4,0,822969,158.1,C23,nan
479,1,3,Passenger 479,male,39.514492770580866,0,3,804824,155.76,nan,S
480,0,2,Passenger 480,female,26.334929796319482,0,0,696093,194.81,nan,S
481,1,3,Passenger 481,male,12.96128413173281,2,2,295991,64.31,nan,S
482,1,1,Passenger 482,female,20.755340118704456,1,1,883924,23.51,nan,C
483,0,3,Passenger 483,female,45.62888768508198,2,0,285541,75.67,nan,C
484,1,1,Passenger 484,male,27.260069181706957,1,1,117194,151.23,nan,Q
485,0,2,Passenger 485,male,27.56616020624982,3,0,782171,93.24,nan,Q
486,1,2,Passenger 486,female,27.001618037251195,2,0,958809,165.38,nan,C
487,0,2,Passenger 487,male,49.04136589573007,2,0,755152,114.37,nan,S
488,0,3,Passenger 488,female,46.25958915362063,4,0,618953,186.66,D45,Q
489,1,2,Passenger 489,female,52.18780233448134,2,0,668011,190.09,D45,nan
490,1,2,Passenger 490,male,28.409547895999488,1,1,331408,23.17,D45,S
491,0,2,Passenger 491,male,32.95624488747095,4,0,568451,96.72,E31,Q
492,1,2,Passenger 492,male,14.83357450579209,2,1,342113,125.84,nan,S
493,0,2,Passenger 493,female,44.769344261182745,2,2,176298,58.62,nan,Q
494,0,1,Passenger 494,male,18.32220448732065,3,3,683526,87.34,nan,S
495,0,3,Passenger 495,female,32.16775563762629,2,0,359425,138.76,D45,C
496,0,3,Passenger 496,male,19.026974723671557,0,3,729721,53.08,B20,C
497,0,3,Passenger 497,female,24.11133173261304,4,1,610609,124.38,nan,Q
498,0,2,Passenger 498,female,21.627375689502998,0,2,207092,142.52,nan,Q
499,1,2,Passenger 499,female,23.92124739324182,4,2,364291,27.19,nan,Q
500,1,3,Passenger 500,male,24.608772968510216,3,2,329991,104.53,C23,Q
501,1,3,Passenger 501,female,24.51731205074923,2,3,400589,59.99,nan,C
502,0,2,Passenger 502,female,38.33333911780307,2,1,809163,147.63,nan,S
503,0,1,Passenger 503,female,18.9513720693748,2,0,292180,46.02,nan,Q
504,1,2,Passenger 504,female,32.20541427013867,4,0,730458,179.53,nan,Q
505,1,2,Passenger 505,male,42.179591523055585,2,1,447761,91.88,C23,S
506,0,2,Passenger 506,male,24.86803635486604,0,3,313482,47.62,nan,S
507,1,3,Passenger 507,female,22.820811092523982,2,0,939934,93.22,D45,nan
508,1,3,Passenger 508,male,27.694753748197492,3,1,741404,87.66,nan,Q
509,1,3,Passenger 509,female,41.797252083607106,0,0,924187,91.49,D45,C
510,1,3,Passenger 510,female,31.941076309533578,2,2,764093,121.26,D45,Q
511,1,3,Passenger 511,male,24.687857053924013,2,0,895911,109.02,nan,Q
512,0,3,Passenger 512,female,34.838766511880394,1,3,699649,38.46,nan,S
513,1,3,Passenger 513,male,18.977078501635766,4,1,776664,22.46,C23,C
514,1,1,Passenger 514,female,36.81359510442948,0,3,528910,148.59,nan,nan
515,0,1,Passenger 515,female,34.08607307701767,1,1,224232,116.35,D45,Q
516,0,1,Passenger 516,female,26.92191528861116,3,2,992018,78.21,C23,nan
517,0,3,Passenger 517,male,21.61414201552769,4,1,181171,163.59,D45,C
518,1,3,Passenger 518,male,21.133190777165428,0,0,476295,83.73,nan,S
519,1,2,Passenger 519,female,35.348173363459104,2,0,186296,161.23,nan,S
520,0,3,Passenger 520,female,42.28980502489062,0,2,240562,68.09,nan,nan
521,0,1,Passenger 521,female,23.626922529712054,2,1,252324,23.84,nan,C
522,0,3,Passenger 522,male,34.58386703551484,4,2,598506,187.2,C23,C
523,1,2,Passenger 523,male,9.129729813979313,2,0,762222,84.96,D45,S
524,1,1,Passenger 524,male,24.153822693428005,3,3,341535,160.61,nan,C
525,1,2,Passenger 525,female,29.68941067129098,2,2,432103,63.04,C23,C
526,0,2,Passenger 526,male,20.903165830181663,3,3,503666,132.81,nan,C
527,0,2,Passenger 527,male,20.63493625210404,4,3,418166,175.93,nan,Q
528,0,2,Passenger 528,female,23.322204435311136,4,1,883258,17.91,B20,Q
529,0,3,Passenger 529,male,32.921927283263734,0,2,948423,167.82,B20,C
530,1,3,Passenger 530,female,28.126709815936252,3,3,271999,118.55,nan,C
531,1,2,Passenger 531,female,7.617687666750278,3,3,855737,125.42,E31,Q
532,1,3,Passenger 532,female,8.792998473649337,1,1,411997,109.4,nan,Q
533,1,3,Passenger 533,male,23.931348221428244,1,1,131826,176.15,nan,C
534,0,2,Passenger 534,male,34.57686586053552,1,0,929311,18.25,nan,C
535,1,2,Passenger 535,female,2.5249515727476535,2,3,812625,59.6,E31,S
536,1,1,Passenger 536,female,25.002698238483696,1,0,696649,176.39,nan,nan
537,1,1,Passenger 537,female,24.737521434825787,3,3,340028,152.95,nan,nan
538,0,3,Passenger 538,male,43.88337778208448,2,0,440134,13.35,nan,S
539,0,1,Passenger 539,female,26.149781882871363,4,1,451931,108.23,C23,C
540,0,3,Passenger 540,female,33.829889847409284,0,2,317256,110.62,nan,S
541,1,3,Passenger 541,female,31.412571400874633,1,1,140736,86.17,nan,Q
542,1,1,Passenger 542,female,8.694335201927995,4,0,386674,66.5,nan,S
543,0,3,Passenger 543,female,37.682072166317376,3,0,309124,139.53,nan,C
544,1,2,Passenger 544,female,32.15396505456288,0,2,278130,49.48,C23,S
545,1,3,Passenger 545,male,35.0826863967459,4,3,730368,161.8,nan,Q
546,0,2,Passenger 546,male,69.26237706436326,0,0,567310,162.58,C23,C
547,0,3,Passenger 547,male,9.158870605014116,1,0,436399,88.9,nan,S
548,1,3,Passenger 548,male,47.24696649761108,3,0,760246,63.87,D45,C
549,0,1,Passenger 549,male,27.125524805996445,0,2,488742,63.94,nan,C
550,1,3,Passenger 550,male,32.873289044030095,4,1,324793,101.64,nan,C
551,0,3,Passenger 551,male,29.54487754698758,1,0,742911,146.72,nan,C
552,1,3,Passenger 552,male,25.757636666019565,1,2,399531,78.19,D45,C
553,0,3,Passenger 553,female,24.301670717612414,4,0,776935,125.91,D45,S
554,0,3,Passenger 554,female,33.29508735573009,4,3,736548,82.67,nan,Q
555,1,2,Passenger 555,male,14.828263033283209,0,2,532859,67.86,C23,Q
556,0,2,Passenger 556,female,37.50579167521766,2,0,553572,14.72,nan,C
557,0,3,Passenger 557,female,25.83805595114746,1,2,501072,10.74,nan,S
558,0,2,Passenger 558,male,18.699306609596423,0,0,531385,53.17,nan,S
559,1,3,Passenger 559,male,25.499871420041863,4,1,791150,87.22,nan,S
560,1,3,Passenger 560,female,42.571492168625724,0,0,393132,171.74,C23,S
561,1,2,Passenger 561,female,24.64664912983777,4,2,603195,161.71,nan,S
562,0,2,Passenger 562,female,33.5845361820962,3,3,438592,60.76,nan,S
563,0,3,Passenger 563,male,22.690437242845267,4,3,475574,56.46,nan,S
564,0,2,Passenger 564,male,37.5792184992362,4,3,843264,53.19,nan,C
565,0,3,Passenger 565,male,36.85507738790204,4,0,560522,74.46,nan,S
566,0,2,Passenger 566,male,48.486088332964115,2,1,765329,104.66,nan,Q
567,0,3,Passenger 567,male,28.244360545007844,4,0,374548,93.35,nan,S
568,0,1,Passenger 568,male,36.686548047579066,1,3,502205,51.47,nan,S
569,1,3,Passenger 569,female,30.980675395389447,1,2,558521,34.79,nan,S
570,0,2,Passenger 570,female,42.95871781863014,0,3,529199,12.39,nan,S
571,0,3,Passenger 571,male,22.811676123912697,2,2,865644,39.25,nan,C
572,1,1,Passenger 572,female,37.45005312877281,0,1,270534,144.02,nan,C
573,0,3,Passenger 573,male,28.053027038833182,1,2,381504,56.29,nan,C
574,1,3,Passenger 574,male,29.35811822891502,1,0,972089,99.03,nan,S
575,1,2,Passenger 575,male,30.91752484448373,3,0,519503,122.35,nan,S
576,1,1,Passenger 576,female,32.52240396426677,4,0,296544,178.5,nan,S
577,0,1,Passenger 577,female,28.83770956878042,1,2,346512,178.88,nan,S
578,1,3,Passenger 578,female,32.147131831705266,0,0,864325,151.69,nan,S
579,0,3,Passenger 579,male,45.781180575621846,0,0,134160,16.68,nan,S
580,0,3,Passenger 580,female,39.85449685615218,4,0,368933,119.26,E31,S
581,0,2,Passenger 581,male,38.69154592496896,4,1,258253,159.45,nan,S
582,1,2,Passenger 582,female,25.444604739761292,3,2,769745,13.28,nan,S
583,0,3,Passenger 583,female,21.10759171771676,2,2,969029,114.44,C23,C
584,0,2,Passenger 584,male,39.55300558237753,0,3,165641,172.98,nan,S
585,1,3,Passenger 585,female,38.760467925297945,4,2,930679,100.08,D45,Q
586,0,1,Passenger 586,female,44.72670675750982,0,1,710961,10.78,nan,C
587,0,3,Passenger 587,male,23.960193740307705,4,2,331322,12.09,B20,S
588,0,2,Passenger 588,female,27.70451344639653,1,1,367688,89.16,nan,Q
589,0,2,Passenger 589,male,13.60515837474566,0,1,871143,39.45,nan,nan
590,0,3,Passenger 590,female,26.07528893939127,1,2,506491,136.25,D45,C
591,0,3,Passenger 591,female,39.96570510579447,0,3,860649,144.67,nan,Q
592,1,3,Passenger 592,female,25.335046207718023,2,0,687536,43.8,nan,Q
593,0,1,Passenger 593,female,36.40479795200824,3,0,396694,178.82,C23,C
594,0,1,Passenger 594,female,28.094968940021886,1,2,940125,93.96,nan,Q
595,1,3,Passenger 595,male,33.24057028221561,4,2,512857,37.14,nan,C
596,0,3,Passenger 596,female,18.523086101843326,2,1,302821,155.21,nan,C
597,1,2,Passenger 597,male,30.85209449633901,0,2,880237,160.1,nan,C
598,0,1,Passenger 598,male,1.0,1,1,966453,131.47,D45,C
599,0,1,Passenger 599,male,28.13103841838015,0,3,377749,172.16,B20,S
600,0,3,Passenger 600,male,13.6952675628486,0,2,596389,150.1,nan,C
601,0,1,Passenger 601,female,42.059945165468164,0,0,150713,177.62,nan,S
602,0,2,Passenger 602,male,37.774073527645115,3,0,513606,92.44,nan,S
603,0,2,Passenger 603,female,34.66670981966081,3,2,437547,152.04,nan,Q
604,0,2,Passenger 604,male,45.2100622715938,4,1,944898,199.95,E31,S
605,0,1,Passenger 605,male,20.510834791751627,1,0,628269,147.74,nan,S
606,0,3,Passenger 606,female,47.473631979155584,2,1,481382,31.69,nan,S
607,0,1,Passenger 607,male,39.32191564260385,2,2,195335,108.48,D45,C
608,0,3,Passenger 608,male,27.63444712781054,2,2,207441,121.6,D45,S
609,0,2,Passenger 609,female,41.35620147182944,0,0,116984,43.1,nan,S
610,1,3,Passenger 610,male,18.937064875883657,3,2,749868,192.95,nan,C
611,0,3,Passenger 611,female,21.754858384723263,1,3,997748,43.36,nan,C
612,1,3,Passenger 612,male,23.914102767602998,0,3,515976,43.74,B20,C
613,1,3,Passenger 613,male,24.710222919359847,3,0,756884,183.88,nan,S
614,0,2,Passenger 614,female,19.43442357239747,3,3,742742,98.39,nan,Q
615,1,2,Passenger 615,male,42.23083067095325,1,1,149402,22.01,nan,S
616,1,3,Passenger 616,male,27.411455996301683,1,0,191656,123.66,nan,C
617,0,3,Passenger 617,male,33.525049683568795,1,0,165614,124.35,nan,S
618,0,3,Passenger 618,male,24.296486335863193,0,1,266963,22.26,E31,C
619,1,3,Passenger 619,female,11.793966994514829,4,3,453153,194.78,D45,C
620,1,3,Passenger 620,male,32.70057358391422,1,3,533048,113.37,B20,Q
621,0,2,Passenger 621,female,10.87745024580223,4,3,407980,116.36,nan,C
622,0,1,Passenger 622,female,29.313659539145313,0,0,883077,108.82,C23,C
623,0,3,Passenger 623,male,16.316849611671895,4,0,755337,126.04,D45,C
624,0,3,Passenger 624,female,49.872759992308076,2,3,962839,60.22,nan,Q
625,1,1,Passenger 625,male,39.113627221747215,4,2,894042,64.58,nan,S
626,0,3,Passenger 626,female,31.057537912714803,1,3,733669,107.15,nan,S
627,0,2,Passenger 627,male,42.63706677654669,0,1,586134,163.27,D45,Q
628,1,3,Passenger 628,female,21.536840225342644,1,0,115791,19.47,nan,C
629,0,1,Passenger 629,male,35.43479378670093,2,1,158047,124.65,E31,Q
630,0,2,Passenger 630,male,31.998104337187137,1,1,594064,163.29,nan,S
631,1,3,Passenger 631,female,32.6402008133367,1,0,334898,39.81,C23,C
632,1,2,Passenger 632,female,42.723535001067674,1,2,561122,12.85,nan,C
633,0,3,Passenger 633,male,37.32492102779802,3,3,775025,69.42,C23,C
634,0,3,Passenger 634,male,32.887236628250236,2,1,170246,121.75,nan,S
635,0,3,Passenger 635,female,13.451125637717038,1,0,296936,36.27,E31,C
636,0,2,Passenger 636,female,20.399537047205364,1,1,334955,90.96,nan,S
637,0,2,Passenger 637,female,28.772910664042758,1,3,448292,114.94,nan,C
638,0,1,Passenger 638,female,30.933723742766514,0,2,670178,123.79,nan,C
639,0,3,Passenger 639,female,18.69796275326076,3,2,500010,62.14,nan,Q
640,0,3,Passenger 640,female,54.11676675578421,0,2,657176,86.01,nan,Q
641,0,3,Passenger 641,male,45.16394055253573,3,0,237821,157.88,nan,C
642,0,3,Passenger 642,male,36.021183203924835,1,0,670819,188.83,D45,C
643,0,3,Passenger 643,female,30.720368612837447,2,2,907040,173.76,nan,C
644,0,3,Passenger 644,female,27.877910300988482,4,3,443130,117.21,nan,C
645,0,1,Passenger 645,male,20.480815399777644,4,3,446140,87.96,nan,C
646,1,3,Passenger 646,male,30.774805185188626,1,0,680305,73.26,nan,nan
647,0,1,Passenger 647,female,32.57752540142751,0,2,597163,33.74,B20,Q
648,1,3,Passenger 648,female,17.582394245183757,2,3,157676,30.24,nan,S
649,1,3,Passenger 649,male,33.341764172448976,3,3,635848,140.79,E31,C
650,0,3,Passenger 650,male,28.44740951175251,1,3,547617,59.36,nan,C
651,0,1,Passenger 651,male,10.921924421226091,2,0,150468,58.39,nan,C
652,0,2,Passenger 652,male,21.39614989220498,2,2,787823,199.66,D45,Q
653,0,2,Passenger 653,male,25.863944665783556,3,1,551989,45.71,nan,Q
654,1,2,Passenger 654,male,48.8768765734019,2,2,919555,38.13,nan,C
655,0,1,Passenger 655,female,35.56553124533758,0,2,718634,28.75,nan,S
656,0,3,Passenger 656,male,16.64518430900109,0,0,765078,120.16,D45,Q
657,0,3,Passenger 657,female,34.86036289417637,0,3,817997,129.29,nan,C
658,0,2,Passenger 658,female,14.526960110616345,2,3,886460,79.39,nan,C
659,1,2,Passenger 659,male,40.826910538870735,0,0,147599,111.73,nan,Q
660,0,2,Passenger 660,female,25.288753481821214,3,0,248469,159.8,nan,S
661,0,3,Passenger 661,male,29.06363811260829,2,0,340270,165.44,B20,C
662,1,3,Passenger 662,female,43.2579664754219,4,0,145406,192.0,nan,C
663,1,3,Passenger 663,male,17.1283643141575,2,0,934089,166.61,nan,Q
664,0,2,Passenger 664,female,16.028818148870087,3,1,167560,117.32,D45,C
665,0,3,Passenger 665,female,24.164006736539953,4,2,616394,44.13,nan,S
666,0,3,Passenger 666,male,40.38378851019317,2,2,728431,28.96,nan,S
667,0,2,Passenger 667,male,14.806539245231576,0,2,620112,20.36,nan,C
668,0,3,Passenger 668,female,1.6784440188943108,1,3,244575,136.64,nan,C
669,0,1,Passenger 669,female,25.48841141591001,1,1,154943,163.43,nan,S
670,0,3,Passenger 670,male,35.5174079991092,0,2,175839,106.65,nan,C
671,0,2,Passenger 671,female,42.00261749738829,1,3,706962,20.4,nan,C
672,1,3,Passenger 672,male,25.36838637914601,1,1,649633,111.74,nan,S
673,0,3,Passenger 673,female,25.885733928839976,0,1,349495,187.79,nan,C
674,0,3,Passenger 674,male,41.53900734255747,0,3,150390,123.55,nan,Q
675,0,3,Passenger 675,female,11.302583003045793,2,1,850401,163.79,nan,C
676,1,2,Passenger 676,male,26.114792248169906,2,3,421701,162.03,B20,S
677,0,1,Passenger 677,male,31.90423889925058,0,2,101906,187.1,nan,C
678,0,2,Passenger 678,male,34.49218721285034,3,3,632249,156.34,C23,nan
679,1,1,Passenger 679,male,24.901933068091175,1,1,257212,152.06,nan,S
680,1,3,Passenger 680,female,30.344410117058413,2,2,289773,54.48,D45,C
681,1,2,Passenger 681,male,5.116726465870105,1,2,439711,21.39,E31,Q
682,0,3,Passenger 682,female,23.41751587666152,4,0,442808,108.34,nan,C
683,0,3,Passenger 683,male,34.53508712554468,0,0,181199,33.64,nan,Q
684,1,3,Passenger 684,male,20.177059657453206,3,1,885216,192.82,nan,S
685,1,1,Passenger 685,male,30.589842215895974,4,3,199764,65.09,nan,Q
686,0,3,Passenger 686,male,34.46872500802698,4,3,222357,172.06,nan,C
687,0,3,Passenger 687,male,26.57450799142235,4,1,442873,83.65,D45,S
688,0,2,Passenger 688,male,31.70463770996571,0,2,521777,71.41,nan,C
689,1,3,Passenger 689,male,20.372674347153875,2,1,412712,187.68,nan,S
690,0,3,Passenger 690,male,27.933887203039532,0,1,995781,79.03,nan,S
691,0,1,Passenger 691,female,36.10216169589223,2,2,959734,84.15,nan,C
692,0,3,Passenger 692,female,31.56972960968434,4,3,719256,30.16,E31,C
693,0,2,Passenger 693,male,24.134687304360646,4,1,260576,137.38,D45,S
694,0,1,Passenger 694,male,32.24216404290793,3,3,923578,64.88,nan,S
695,0,2,Passenger 695,female,37.14609790636618,2,1,664585,121.26,nan,C
696,1,1,Passenger 696,female,9.50058721422522,4,2,710682,122.36,nan,C
697,0,1,Passenger 697,female,41.59074064955898,1,2,561823,146.65,C23,Q
698,0,1,Passenger 698,male,26.637452613189282,3,0,116939,151.6,nan,C
699,0,3,Passenger 699,female,34.2548993324023,0,2,543931,107.75,nan,C
700,0,3,Passenger 700,female,41.97246923645228,3,0,406604,72.89,D45,C
701,0,3,Passenger 701,female,16.28326302769534,1,1,299294,169.12,nan,C
702,0,2,Passenger 702,female,22.905589975724535,2,3,162119,68.87,D45,Q
703,0,2,Passenger 703,male,27.11451304124295,0,2,790681,106.43,nan,nan
704,0,3,Passenger 704,male,22.162464788755717,0,2,244258,86.24,E31,S
705,0,2,Passenger 705,female,47.34936575836808,2,2,509675,172.46,nan,C
706,1,1,Passenger 706,female,21.432279061732075,3,1,318827,92.06,nan,Q
707,0,3,Passenger 707,male,24.444532205131335,4,0,367201,83.36,nan,Q
708,1,2,Passenger 708,male,32.04389031602977,3,1,249805,141.07,D45,C
709,0,3,Passenger 709,male,17.978504739239114,1,3,905589,124.46,nan,S
